,Review,Rating
17971,Bad printer photo printing very bad,3
17972,"Many problems started after 2weeks,printing speed is too slow",1
17973,Good printer.. printing quality is good.. just printing time is long.. rest everything is ok. If you want to print on a speed basis then this printer is not the one.,4
17974,Very good and easy to setup,5
17975,Very bad,1
17976,Very good,5
17977,Very nice product 👍,5
17978,This item is not good,1
17979,Very poor,1
17980,Very slow print,3
17981,Setting up wi fi is not that easy.... printing with hp smart is quite tough....,3
17982,Very nice,5
17983,Best printing,5
17984,Printing slow,3
17985,best printer for office and home easy to use and in budget for every one easy to install no need of executive for installiation,5
17986,Little slow in printing,3
17987,Super wi fi is very nice,5
17988,I had been using 5820 before this is worst than it. All the good features are removed. The ink lock is not there. The ink is spreading on my first print.,1
17989,Very good,5
17990,No working,1
17991,Value for money,4
17992,Supar,5
17993,"Good delivery. Best quality 🖨️.
It has cpier, scanner, printing software and works very well as Wirelessly....
I bought for my office usage",5
17994,"In Colour Printing, colours do not look like actual colours",3
17995,It's just ok,3
17996,Printer is good,5
17997,Very nice print quality,5
17998,Excellent product,5
17999,ok,5
18000,awesome product,5
18001,"First of all thanks to Flipkart for the quick delivery. Ordered it on 26th Feb afternoon and received it on 27th morning. Kudos to you guys.

Now coming to the printer, some of its pros are -
1. B/W print is very good. Text comes out really sharp.
2. Scanned images and documents retain excellent detail when zoomed in.
3. Setup process is very easy. Also I'd recommend you to download drivers from HP website since the bundled CD contains outdated software.
4. THE PRICE is the best thing about t...",4
18002,"HP 2135 is really superb printer. No doubt, u can use this printer.. I have already print 90 pages, n xerox 11 pages. Quality is amazing.but, one thing - ink issue, yeah, this 2135 deserves 4.5 rating. Because of ink eating problem. Just used 101 pages n the ink level shows its already 80% ink vanished. Just 20% left to use. That's not a huge problem.. 680 cartridge is available now in market n Prodot ink is most probably the good choice, I think. This printer eats a lot of ink. Not too high ...",4
18003,"Best printer for home purpose undoubtedly... +
1.Very Easy to use.Even.a 5 yrs children can operates all the function.
2.No Zam ....I am using it 4om past 6 months, I have not faced any jammed conditions.
3.Price is in the pocket. Not Costly Really.
4. Solve all the purpose like colour/B&W printing, copying and scanning.
5. Color print quality is very satisfactory and up to mark. Even I have used it many times for Photo album printouts.
6.Compact size makes it very handy.Body material /bui...",5
18004,Its and awesome printer and very easy to operate. Some comments i read below are about the cost of original hp ink. To cut down the cost of bulk printing you can use GoColour ink to refill the cartridge and it yeilds good quality print not as much good as original ink. But take a print every 5-7 day after refilling otherwise ink will dry up. In short its a good quality printer at very low cost.,5
18005,"Hi,
Dear Fellow Online Shoppers,
Nowadays with Internet services becoming very cheap,widely available and dependable, all my local cyber cafes have gone out of business. One over-smart guy taking advantage of the situation has opened a local shop near my house to offer print-out and xerox services to those who don't have printers at home ,but my intellect finds the market rate of Rs.1. for xerox and Rs.5. for B&W print-outs a cheating as firstly the real cost is much less & the guy uses the s...",4
18006,"(I bought it from a retailer )


# box contain one Black cartridge & one Tricolour cartridge (code 680)

# Good build quality and aesthetics. (green colour looks awesome)

# Very simple to use, even my mom learnt it very quickly.

# Black and white printing is super fast ( colour printing yet to test).

# Nice print quality.

# Its really a fast printer.

#The software CD available with this is loaded with simple but very powerful and useful tools.


# I dont know more about the cartridge...",5
18007,"It is a nice printer. i bought it at just Rs 3699 . on sale. Its good but the xerox is not as good as was expected. the cartridges are too small. But overall the prints are excellent and processing at a fast rate. Nice speed ! It is perfect for home and small office . not reccommended for big offices . It is not very big but user friendly .

Hope you like the review !
You can go for it !! :)",4
18008,"Its a very good printer at this price range. Printing Quality is very good with really great printing speed. Photo copy features and Scan also works well.
It comes with 2 Catrigdes (1 black and 1 color) along with the Installation CD. Installation is very simple you just need to run the set up and follow the on-screen instructions. I got the installation CD for HP2130 but it worked perfectly fine for 2135. So far this has been giving a good service.",4
18009,"Before writing this review i would like you to know that i never owned a printer till date and this is my first printer.

I bought this printer on 17/12/15 on flipkart for rs 4104 and chose the one day delivery option for no cost. i recieved the printer as expected on 19/12/15.
The printer came very well packed. After unboxing these are the contents in the box
1. the printer
2.one tricolour cartridge and one black and white cartridge[note the cartridges are not demo cartridges] they are ful...",5
18010,"I bought this printer today ..design is beautiful ..colour combination is amazing... but when i started printing after 30 colour prints ( not even pictures..only text and some graphics) cartridge level was low... i was really surprised that this product stated "" quality printing- up to 480 pages with HP's Low priced ink Cartridges "" .... i mean what.!!! Guys i'll suggest you to go for some higher range with better performance printing... this might look cheaper but...it'll cost you alot w...",2
18011,"1 .Fast printing
2. Excellent clarity for photo printing
3. Good printer for college students and home use
4. Fast delivery by flipcart in 3days
5. Go for it without having any doubts

Thanks for HP**
Thanks for flipcart*
See my attachment for photo clarity",5
18012,"A great printer for the price. But it takes a lot of ink not for black only for tri colour cartridge. Hp promises to give a reward after we register the product but I didn't got, but on the next I got the reward that was an entry to a Lucky draw .I was really dissatisfied by HP but the printer is great.",5
18013,"Drinks Ink like a Hippo AND 4X6 PHOTO PRINT FULL PAGE OPTION IS NOT THERE AND DOES NOT PRINT WITHOUT MARGINS, ACTUALLY WE GET 8 PHOTO COPIES ON 4X6 PHOTO PAPER IN THIS PRINTER IT WASTES 4 COPIES AND YOU GET ONLY 4 COPIES OF PHOTOS , BECOZ IT TAKES LOTS OF MARGINS AND ANOTHER 4 PHOTOS WILL BE PRINTED HALF PHOTOS ONLY.. OTHER WISE PRINT QUALITY IS GOOD BUT TAKES SO MUCH INK AND WE NEED TO REFILL CATRIGE SO MANY TIMES THANKS GOD RETURNED AND REFUNDED",1
18014,Very easy to use. Very accurate in printing. Takes about 2 minutes to scan and print a page. Good for light usage.,5
18015,Supports hp680 cartridge which is easily available and is economical compared to the 980 cartridge. Produces nice print and copies quickly. Makes a bit of noise but is OK. Not sure how long the provided test cartridges will last. So far have printed some 7 color and 10 black and white using the test cartridges. Ordered new cartridge from hp and have kept ready to change when this gets over. Edit : have printed over 100 pages now and this one is a must buy product at this price.,5
18016,"I ordered this printer on 3rd February and received it with the ""next day guarantee"" option here at Bangalore.

First of all, the packaging was excellent. Hats off to the team for that. The delivery boys were kind and accepted the 4,100/- rupees( COD) without any hurry.

Now the printer itself, unboxing was a piece of cake and it fits perfectly on my desk. The green lime color is absolutely gorgeous and all the parts fit perfectly fine ( power cord, USB cable).
The cartridge took me a while ...",4
18017,Nice and useful product for home. Printing scanning and copy are very clear and simple. Thanks flipkart for fast exchange process.,5
18018,"I HAVE JUST BOUGHT IT AND WILL WAIT FOR SOME TIME BEFORE I OFFER MY COMMENTS.APPLE OWNERS, BEWARE , THE SUPPLIED CD DOESN'T WORK WITH MAC..The packing is good , all the promised accessrioes are there.But the users manual is a sham. it is just a piece of paper, WITH ALL KINDS OF LANGUAGES. Pl. supply a a Mac readable C.D ,as mine rejected saying that it cannot read it.! The first print I took was good.RAMARAO",4
18019,"Great product! Nice ergonomic design, nice colour.
Printing speed is very good.
Easy to use.
Price of cartridges are just Rs 500 .

Just go for it",5
18020,Compare to other printers which I bought through retail shops this is 5 times better than other products.It has good facility for Paper printing compare to others because paper put for printing never gets jammed.Till now i never had a experience of my paper getting jammed becuz the way they have designed this product makes it jammed free paper printer.Good product.,5
18021,"Review for Flipkart: 4 Star
Review for HP: 1 Star
Product wise, this is perfect product. Go for it at flipkart as you cant get better bargain in market elsewhere.

let me explain whole scenario
I ordered with flipkart and received on time, but the printer was not scanning (printing, copying was working though). I thought that i might be doing some mistake. Tried with all suggestions (driver installation, and many more) as per HP customer care through social media,but none of strategies worke...",4
18022,"Prints well,colour cartridge finishes fast,but still good .Got 2 free cartridges through hp free ink advantage offer.",4
18023,"Very fantastic product, easy to use and installing cartridge. Good Quality of the print out both color and monochrome. It's inexpensive too. HP printers are better than canon printers.",5
18024,"A very good and reasonable product for home or small Business purpose., easy to operate and print quality is aslo good.. But check. Price in market also before buying it online because it vaires daily..!!",4
18025,value for money... everything you can do with this printer scan print copy easy to use . excellent scanning.. you can print photos too just remove black cartage you can print passport photos with excellent print quality. very fast printing only the problem is it consume ink more. but it is fine when you see quality of printing. very easy to install driver. nice look. cost per page is approx. 1.5rs for black and white and color approx. 4rs. nice. must buy.,5
18026,Thanks to flipkart and seller for this extra-ordinary shopping experience. A real tough packaging of the product ensured it to reach safely and on time. Moreover such a nice deal i couldn't resist. Printer is working fine and is really easy to install and operate. The ink advantage really does the work in getting reasonable prints.,5
18027,"Working perfectly well, and the printing is quite fast for a deskjet printer. The colors are all good. Ink consumption is slightly high but that's fine for an occasional user. Easy set up and can scan and copy as well. Value for money. Got it for Rs 3799.",5
18028,"HP was famous and preferred for its ink not drying up in cartridges. But alas good things don't last long.
The print quality is average, suitable for day to day general prints.
The scanner is fast.",4
18029,"Product is quite good. Easy to install but usb cable came with the printer is not well insulated. When i connected the cable to laptop im facing electric shocks(mild one) on keyboard while typing.

Pros:
1.good for home purpose
2.easy to scan
3.easy to install

Cons:
1.they said we can print upto 545 pages per an ink cartridge but hardly i got 200 pages
2.printing speed is ok(as i felt but when compared to cost it is good!)",2
18030,"This is a very nice product from HP for an affordable price , its easy to operate and the ink cartridges cost very less compared to other printers . I totally like this product .",5
18031,Thanks to flipkart for on time delivery. This is a budget printer really good ink advance cartridges. Very good service. Smooth running printer. Thanks to hp.,5
18032,"very good printer.
Print speed is nice. can print upto 400 black and white prints at lowest print level(but still the quality of print is nice) but colour print output is very less.
No lcd display on printer,just fews buttons for colour and black and white xerox, power and resume button.
Xerox speed and quality is superb, xerox is more darker than the original paper. No option is given to control the quality of xerox (i.e. fast-normal-best )which is available while printing. If anyone need a...",4
18033,"Print Quality is not the best. Its ok. Smaller text and lines can end up hazy. But that could be due to my paper or due to the nature of starter inks. Scans are good.

But overall, for the price, my job is getting done pretty well, so its hard to complain all that much. The Printer works on Android smartphones as well, provided they support OTG. While printing from a phone is slow, it works so that's great. Although going for the WiFi version, even though it's 1k more, would've actually been...",4
18034,"The print quality is amazing both for b/w as well as colored prints.

Scan and Copy functions also work excellent.

Good product for home use.",4
18035,Product is good working well actually I ordered wrong item Maine it won't support phone network it will support only in laptops computers I tried a lot it is not supporting my Vivo phone I feel upset little bit otherwise the product is very nice I am using right now as a xerox only,5
18036,nice product but packet is unsealed when i got it from Flipkart courier boy......i suggest you can buy it.in price 3999 its a very good printer.and photo quality is outstanding....i think its better from canon...,4
18037,I absolutely aspire each and every person who might have a knack towards having thier own printer to purchase this particular model.... It is super classy and possess a very high standard scanner and printing mechanism..... Thank you FLIPKART!!!,5
18038,"Excellent multi function printer for using at home. Very easy to set it up. Print quality, both BW and colour, is good.

Scanning is very easy to do. Resolution is good either.

Perfect product to have to make school projects.",5
18039,"Thanks to flipkart. The delivery was ontime & the printer is awesome. It took some time for me to decide, but based on reviews posted here, i am happy with decision. The printer was easy to install & comes with USB connectivity. Great product !!",5
18040,"Viewers believe me , if you are searching for a budget , personal use printer than go for it.
I was actually searching for WIRELESS printer , but PLZ DO NOT BUY THEM , as most neeed a router , an Two Thousand expenditure !
This is a Ready to use
Simple Step Installation
Comfortable to work with Printer

And Thanks WS RETAIL one again !
Delivery Package was EXCELLENT !!!!
and Flipkart really Thank u for Delivery in Less than 50 Hrs.
Thank U for a Good One !!!!!",5
18041,"First of all thanks to Flipkart for delivering the product with neat and clean.. so 5* for Flipkart.
As per review I have purchased this product for school children as a donation for govt school from my side. In specs I have noticed atleast 1000 pages we can print, but unfortunately I able to print only 230 pages. I felt bad that this product given to school children... Now I will try to replace the product with some other band only. waste of money .
Coming to product.
Pros:
1. Compact
2. ...",2
18042,"I am using this AIO (all-in-one) printer from past 15 days and I can say that buying this printer was a wise decision in terms of performance, looks, installation and usability.
Also, got the confirmation from HP regarding the deal going on for 1 set of ink cartridge free (black + color).
Above all ""Thanks"" to flipkart for faster delivery, good and durable packaging.",5
18043,"Best printer in this budget easy to install fast and nice looking. Only some things i dont like is colour print it is not bad it less than good but clear. At last it is the best printer if u want good u need to spend more than 10,000 then only u will get",4
18044,good product but the ink cartridge is too small and it costs 670 superb printing with affordable price jst loved it,5
18045,its cool and symply and its packing is good its a multy using printer and it is light wieght and lookes like prefecional. and it is awsomw,5
18046,Yet to start using it. Will start using after 16 Oct. Overall the packaging was superb and safe. The printer is looking beautiful and light weight. Hope it will work fine when start to use it.,5
18047,So good so far.. recieved on the time in good condition.. good deal thank you flipkart,1
18048,This is a amazing product from hp.it's too good.color print is same as original documents and colors look like natural. l'm so happy with it.but there is a problem that Flipkart delivery service is not gd. It was take long time to deliver me this product and delivery boy behavior is not gd...but product is too gd😘👍👍👍👌👌👌,5
18049,"What a purchase, easy installation, a must buy printer with all A1 features with stylish looks, rather spending 10000 Bucks on costly printer, this is the best option to buy when you get all benefits at such an affordable cost. Printing quality is more than expectation, easy to handle,features are easy to use with one touch button on the printer.No sound while printing,quick & fast printing. Go head guys..with this printer..don't spend your money on costliest printers,this is the one you must...",5
18050,Very good printing quality. Such easy to install. I did it myself. The device is very compact and light weighted. Impressed and satisfied.,5
18051,"printer is look wise great, and black n white printing and scanning of documents are also good not sure about colour print. but over all it's best budget printer.",5
18052,Excellent product with super fast delivery ! Amazing experience ! Thanks for flipkart & zest money !,5
18053,awesome and very good product.. Got it at very least price.. just loved it.. very good experience,5
18054,writing review after 15 days of usage..good printing..but bit noisy..scan function works perfectly ....cost of printing I would say moderate...approx 200 page bw..colour 50 page..u can change the setting to economy mode..overall good at this price range.. IMPORTANT:- IF YOU REGISTER YOUR PRODUCT IN HP..AND IF ITS SHOW 5-6 MONTH WARRANTY KINDLY CLICK ON WARRANTY DISPUTE BUTTON ..UPLOAD UR PURCHASE BILL .. HURRAH YOU WILL GOT UR FULL ONE YEAR WARRANTY ....,5
18055,"Worth the Money...

Printing quality is awesome print out put is great. cartridge got over very soon and the cost is high for the same. overall great product",4
18056,Print quality is just awesome mainly colour pring deserves special notation...really a good purchase...xerox quality mind blowing...and need not to open your pc...black and white qyality also good...strongly recommend to go for it...,5
18057,"This is best printer if you are looking one for use at home
It is a bit bulkier bcz of scanner I guess
Great quality print and trust me it will print any Colour print within at most 10-15seconds , so it isn't much slow if u think it would be
On time delivery + Easy to setup and install + Minimal design and easy to use + Scan , print or copy within a minute
What else do you need?
Well u might need to print something within couple of weeks to prevent drying of ink
So go ahead, it worths ti...",4
18058,I just loved it.It came in a good package. Hatts of 2 HP N 2 Flipkart Value of money .If n e 1 wants to buy printer for them n Of HP brand then u hv to go for this Deskjet 2135.,5
18059,A budget friendly printer which is also light weight and easy to use and install. This printer does a good job in printing documents fast and easy. it only supports A4 size papers so keep this in mind. Lightning fast delivery by flipkart,5
18060,"I am using it from last 1 month, This is the very good product at this price and good print quality,feel good to have this from flipkart and delivered in 2 days.",4
18061,"Very Good printer at low price range and Printing Quality is very good. Photo copy features and Scan also works well.
Installation process is very easy .",4
18062,drinks ink superfast. you can expect 100 pages from one cartridge. printer is good looking and quality. also good for that price. scanner is the main good point.,2
18063,Low budget good printer...Also support s printing from mobile through OTG. Required to add hp plugin to print from mobile. Started using now seems pretty good till now.,4
18064,Awsome and works so good as expected perfect print.,5
18065,"i love the printer its really No.1 printer
i am happy with printer
but delivery was too late.
i am requesting to flipkart please improve your delivery time.
Thank You to FLIPKART & HP",5
18066,Super work and good scan in photo print quality best colour in good printer 👈🏻👈🏻👈🏻👍👍👍...,5
18067,"Absolutely value for money. Nice nd sharp printing easy to use. Design is fabulous nd colors combination is also great. Thank you flipkart for the best service u never disappointed me. Faster delivery. Got this printer in 20 hours.

Cons- Consume Ink Faster Gives 200 black and white prints only and 100 of coloured",5
18068,"Good printer.. Good at this price.. easy to use, plug and simple software install and play.. prints flawlessly.. Good performance with any type of paper..
As usual delivery was on time.. kudos Flipkart..
Just giving 1 star less because the test color cartridge given with the box was missing red color.. all color prints were green in form and Yellow color was also dominant.. HP should give proper test cartridge because what I thought with the faulty cartridge is that, printer is having problem...",4
18069,"Very good product. Its prints are so awesome and its design,looks is so cool. Can i get more free hp product for review and tu upload on YouTube",5
18070,This is the best printer .and the cost is also less the cartridge are easily available in market and they are cheap we can print 150 colour papers and and 450 pages of black and white print . Andpar print for colours it cost 4 rs and black and white it cost 0.5rs this is a nice print +scan+copy,5
18071,"Really a good product. Delivered on time and upto now printing quality is awesome. Worth for money..easy to operate , installation is so easy...scanning, printing and Xerox is good and fine",5
18072,"The printer is sleek, prints in a really good quality and is best in my opinion for home use. 10/10 would recommend for light printing and scanning.",5
18073,"Good product and value for money. Easy to use. Ink level notification issue, though it shows Ink level Ok, black printing does not function. Does not support multiple scan on single page.",4
18074,Very good printer very nice smoothly good print good scan ang good copy,4
18075,Best printer at this price and thanks to flipkart for a very quick delivery and the print quality is awesome and a very good printer for your home ....,5
18076,"There is no direct button for scan.
The paper tray may stuck sometimes. (happens rarely almost once or twice in every 100 usages)
Apart from this two things it is one of the best printers I have ever used at this price. Definitely a good buy. Will recommend buying it.",4
18077,"amazing service, great offer. Printer is superb and works off the box. Just plug and play. 5 stars to flipkart",5
18078,"its a perfect printer in this price range, for home use. its a good looking and average plastic quality. the quality of printed copies are nice, and the good thing is it supports duplex printing feature.
there are many options in the printer software. and it can be operate easily.",4
18079,"Amazing and awesome product it's a value for money deal one of the best home printer in budget segment
Print quality is good nice and awesome",4
18080,"The product is fabulous. It is very helpful and very convenient to print with hp printer and it definitely saves u a lot of efforts and money because it is very simple to operate and smart technology :)
Thank you flipkart",5
18081,"It is very good product from Hp ,I'm using this printer from 7months there is no problem occur in the printer,its aslo scanning&takes Xerox copies of required paper
1)very soomth running
2)ecxellent black& white printing
3)colour printing is so good
4)it's prints aslo below A4 size papers
5)power button performance is good ,the power button blinks when the printer cartridge placement door not proper closed
6)printers installation is easy
7)catridges gives more papers to prints
8)black ink ...",5
18082,"I had canon printer earlier and it was terrible
This is amazing so easy to set up and use and best part is 700-800 pages of smooth printing in one cartridge
Highly recommended",5
18083,A good Printer with quality prints at a decent speed. Worth the price. Good for moderate home use only.,5
18084,"The performance of this (HP 2135 All-in-one) printer is excellent and is worth the money I had paid for it. It was very easy to install and commission the printer, by simply following the instructions provided in the manual. The printer operates very quietly.",5
18085,Very good printer in this price & its function is very nice &very interesting things is its printing qualities is best,5
18086,Amazing delivery promise by flipcart. The printer is too good for the price. Only problem faced is the color cartridge finished withing 50 pages of printing. Then i replaced it with a new one and it works fine nw. But i am upset as i felt that the vendor had provided me with an old stock of the color cartridge.,3
18087,Cool looking. As ink advantage. Best value for your money. Best printer at its price range. Easily controllable. Thought my mom to use it in few minutes. I totally recommend this product to buy. Works flawlessly. U can get rewards for buying this printer which is useful to buy ink for a low price. Got delivered this product within a day.,5
18088,"The product is useful but it suitable for home, but not in outdoor(for its ink and printout speed. )

The cartridge's ink empty in just in 100 pages, but hp says that the print Capacity is upto 480 pages, its not true.

The print quality is good but slow printing.

Better if you buy all colour ink(cmyk ) and refill it when ink dried up.
But never buy hp cartridges, it comes in costly.

If you want to home use, its beeeettter..........",4
18089,"I have ordered this printer on 13th March and as promised Flipkart has delivered the product on the Next day. The product was delivered in an un-tampered and perfectly sealed condition. As expected excellent quality and product assurance service by Flipkart.
Now, comming to the part of printer HP Deskjet All-In-one ink advantage 2135 is a very good printer at this price. It is specifically suited for Home purpose and for personal use. The print quality , scan and copying quality of this print...",4
18090,Overall this product is good but some time my (win-10 core-i5) computer couldn't communicate with printer while same time scanner works fine.... after computer restart it works automatic... it's looks is beautiful,3
18091,Worth of money,3
18092,very Good product,5
18093,product is very good. but courier service is very bad.,5
18094,gud working,4
18095,"wonderful Printer,we can buy,no issues,nice services flipkart...👌👌👌👌",5
18096,Product and service is bad,1
18097,Best for office use,5
18098,Bad do not purchase,1
18099,"Awesome product ...
Must buy....",5
18100,Printer is good but delivery facility not good,3
18101,Wonderful✨😍✨😍✨😍,5
18102,printer is good,5
18103,Superb,5
18104,"very good product
My best purchase all in one printer",5
18105,good printer but scanning hp is better,3
18106,Good,4
18107,Awesome printer,5
18108,LIKED THE PRODUCT,5
18109,"Product is very impressive having all the features except colour printing. Any professional or small business can easily get work done from this. Covers all the features like 2 sided printing, scanning and wifi connectivity in this price range. If you are a self employed or into small business best product around all the printers.

For flipkart - again a perfect timely delivery. Giving 4 star because only canon company packing was there. For such a big and higher range products, it is expect...",4
18110,Best,5
18111,Best printer all in one,5
18112,Poor print quality... giving lines while printing... worst printing experience...... don't buy,5
18113,Best product,5
18114,Good,5
18115,Average,2
18116,"Bakwas printer, one time cartridge use, no refill cartridge use once time or also first page of print is wate paper",1
18117,Product Quality is as,5
18118,good,5
18119,Best printer in this price range And thanks to flipkart for wonderful offer @18k .... buy without any doubt best option,5
18120,Perfect printer bought at perfect rate. Wait for diwali sale to get it at right price again,5
18121,Very nice printer and delivery boy,5
18122,"Good porduct but some parts are very delicate, value for worth.",3
18123,It's really expensive and don't buy it because you have to buy a toner every time the ink runs out there is no option of refilling it so just avoid buying if you are looking for long lasting printers with no ink problems,1
18124,Nice printer for home use..very fast printing ..,5
18125,farbless value for money great delivery,5
18126,Waste of money don’t buy this,1
18127,Good product 👍,5
18128,Very nice product for home printing.,4
18129,Super working,5
18130,Ok,4
18131,Not working,1
18132,Good deal,3
18133,Good,5
18134,Not impressed with product because not compatible with mac,3
18135,"Good product, reasonably priced",5
18136,Good,5
18137,Good.. Met my expectations..,4
18138,Good,5
18139,excellent,5
18140,Wonderful 🏆💖,5
18141,Good,5
18142,Value for money,5
18143,Easy to install and use..Good printer at that price,4
18144,Excellent Product 👌🏻👌🏻👌🏻,5
18145,Ok,4
18146,must buy for home purpose,5
18147,Nice working,4
18148,Good,5
18149,Nice printer,4
18150,Very good printer must buy,5
18151,Excellent,5
18152,"The printer is good for the price, its quite compact and easy to handle. The quality of print is also quite clear. Ideal for Small office & home",5
18153,"Worthy product, excellent offer, thanks Flipkart",5
18154,Nice,4
18155,Great product... Printing speed is superb and also build Quality is best,5
18156,Excellent,5
18157,Nice,5
18158,Best monochrome printer.,5
18159,Good product,5
18160,Awesome product….this is an initial review of this product..doing great…printing quality is good and I received it in good condition this product….will write reviews after using it a month,5
18161,"It is really sad to say that the approach of the Flipkart team has been very harassing and unsupportive. Once your product will start performing not well, even in the Replacement/warranty period, then they will not provide a solution and try to trap you through rules and regulations. You will be harassed at that level where you will give up to contact the team. You will be only responsible for your purchased item, not Flipkart.

#PURCHASE PRODUCT AT OWN RISK

#NOT RECOMMENDED",1
18162,"Received it today....fabulous product from brand HP.
One day delayed delivery due to the occasion of Diwali.
Sharp printing.......must recommended.....wifi function works smooth...Noiseless.....compact design....and so onnnnnn.......speechless......Thanks Flipkart....Thanks Delhivery....",5
18163,Nice👍🏻👍🏻👍🏻,5
18164,After receiving the product I checked immediately. I found that cartridge is not moving smoothly in/out in printer. Immediately I called to Flipkart. Flipkart replyed contact to hp. Now Flipkart replaced the printer. My suggestion to go with USB model and save money.,4
18165,"No.1 printer for black and white printing
I recommend all of You to buy this product",5
18166,HIGH COST FOR CATRIDGE REFILLING,1
18167,"Excellent printer, wifi printing is awesome",5
18168,Nice protective packing... Delivery on time..Easy to install,5
18169,Packing is not well.,1
18170,"Is printer is good but,spareparts not available in india",5
18171,Giving 3 star because of it takes more time to print out,3
18172,Nice printer for home use,4
18173,"Overall an awesome product. I am using it since last 2 months and I haven't faced any problem yet.
Edit:
After the using it for 2 months, it started giving me trouble. It cannot connect with mobile for wifi printing and pages sometimes are not properly printed. Sometimes there is a line get printed in the middle of the page.",3
18174,"I got the printer in just 9500, I just cant belive that!!!!!
The printer is amazing",5
18175,Wifi pasword problem,1
18176,The product did not work either by USB or Wifi.,1
18177,good,5
18178,Does not meet our expectation,1
18179,Vry bade,2
18180,Not meet the expectations,3
18181,connectivity of the printer is not upto the mark. very difficult to connect and print.,2
18182,"Everything good but i have not received bill from flipkart still i am waiting for this.

Not able to download
I have asked in customer support not getting resolved.

Unbelievable",1
18183,Very good,5
18184,"Printer is not taking cancel command
Cleared queue more than 10 times still printing pages of previously given command
It's been less than 10 days of purchasing it but fed up with this product",4
18185,Good printer in medium budget !!,4
18186,Quality of print is not good,1
18187,Worst paking and no usb printer cable and power cable,1
18188,Super product,5
18189,Bad as drivrer not there .No cd to install.Windows 7 and sbove.Old package in laptop unsuited.Also spying pages print attempts.Ink jet preferred .Nokoprint does.Have generic software and not driver .Better passwords in pack,3
18190,So many problems and not working properly and with thermal problems...,1
18191,Very worst printer and low quality,1
18192,Compact and very vey nice so beautiful.....,5
18193,Good printer recommended,4
18194,Only find difficulty while using wireless connection with multiple devices. With USB speed of printing is good. Without good speed of Wi-Fi it's wireless feature is not useable. U have to add/remove printer everytime to use wireless or leave the power on with Wi-Fi connection.,5
18195,Good one,4
18196,"One of the worst product I have bought in my life from Flipkart for few months there was no issue but after 3-4 months it's started creating problems like mobile not connecting to wifi, unable to print, low ink (even after ink is refilled),etc.",1
18197,Worth of money. It's the best,5
18198,"Printing through mobile WiFi is very slow, two sided printing is cumbersome!!",4
18199,"I bought it only recently, so I don't have a long-term user experience right now. However, I've used it a few times and I'm really happy with its performance.",5
18200,Waste of money. This product not working and cartridge is very poor print,1
18201,I liked it,4
18202,Wifi working only two days print is good,3
18203,Good,4
18204,Nice,5
18205,nice product,5
18206,Best printer for home use. Set up was smooth and the print quality is very good.,5
18207,"This is not a inverter printer.. so perchase carefully..
All are decend.",5
18208,Paking is very bad.,3
18209,"ink saver, amazing printing speed, we can print sheets using wifi or USB cable.
light weight
all over it's a good product",4
18210,It's hardly have drum capacity of ink. I think in around 150 pages ink got over,2
18211,Super,5
18212,Printing is not uniformly.,3
18213,Good printer but wi fi problem,5
18214,"Good printer.Good quality in printing .
Letters are sharp.",5
18215,Thank you,4
18216,"Just after one day use , this is not the right time to say anything about the performance. But still now simply awesome.",5
18217,Good printer,4
18218,Ok,2
18219,Good,5
18220,Good product till now. future some how,4
18221,Do not available iosb5 size in this printer,1
18222,Nice product delivered safely. Value for money 👍🏻👍🏻,4
18223,Supob,5
18224,Nice,5
18225,"No help is available from flipkart to connect with Hp for installation,.HP Number given by flipkart are not working.other website have option to book slot for installation at time of purchases .i think mad mistake to purchase from flipkart.",1
18226,Good,4
18227,"Good Product.
Received in good condition. Print quality is good and the option of wifi printing needs to be explored yet",5
18228,"Awesome Printer..you can buy this printer with eyes close... Printer print like this smooth awesome..
Buy this product when is on selll",5
18229,good printer,5
18230,Simple and best,4
18231,"Compact, WiFi makes it easier to use",5
18232,Printer cartridge not available in the market. Original cartridge costs much more. Cost of compatible cartridges with chip are around 2700. Refilling the original cartridge is a herculean task. Instead add 2500 in the budget and go for HP neverstop Laser printer. Extra cost will be absorbed later by low cost cartridge.,2
18233,Super super,5
18234,Connecting was super easy.,5
18235,"Print quality and print speed is good.
Wireless printing is working fine.
Light weight and very small to fit into any place.
You can scan from mobile using hp smart app and instantly print it, in this way it works as a xerox machine as well.
Cost per page is also very low.
Highly recommended.",5
18236,"Nice Product , quality found as given description",5
18237,Very compact.very good print quality. Fast print also. One should go for it.,4
18238,Awesome product,5
18239,Printing through wifi is so complicated.,3
18240,"Cheapest WIRELESS LASER printer .....
easy connectivity by WPS.....",5
18241,good,4
18242,Good product..,5
18243,Good product but voltage is very high reqerment,4
18244,Good working,5
18245,Good,5
18246,Very Useful Product I have never seen this,5
18247,Awesome,4
18248,Printer is good but cartridge is different type,4
18249,Worth for money 9799/- little bit high,5
18250,it's a good printer but online driver is not working. if you have not cd writer you will have to copy of cd to pandrive.,5
18251,Best printer in this price but.. Not connected to my laptop.,5
18252,bombaat product,5
18253,Best performance,5
18254,Easy handling ...Good as expected,5
18255,Good quality products,5
18256,Good laser printer.Good speed.I am not heavy user so it's good for me.Fully satisfied.Recommended.,4
18257,"Worst printer. If you have to take more than 20 pages a day, do not buy this printer. Very cheap & filmsy built",1
18258,Nice product !,5
18259,Exllent printer,5
